Number of declaration,Gender,Year,First name
117.0,F,2021,Nina
114.0,M,2021,Noé
98.0,M,2021,Basile
93.0,F,2021,Jade
90.0,M,2021,Martin
69.0,F,2021,Giulia
60.0,F,2021,Manon
59.0,F,2021,Lucie
47.0,M,2021,Pablo
45.0,M,2021,Ezra
44.0,M,2021,Marcel
43.0,F,2021,Aïcha
42.0,F,2021,Elena
40.0,M,2021,Elie
37.0,F,2021,Olympe
34.0,M,2021,Aurèle
32.0,M,2021,Jacques
31.0,M,2021,Hamza
26.0,F,2021,Pénélope
25.0,F,2021,Zélie
24.0,F,2021,Judith
23.0,F,2021,Amina
22.0,F,2021,Lena
21.0,F,2021,Astrid
21.0,F,2021,Jana
19.0,M,2021,Lenny
19.0,M,2021,Romain
18.0,M,2021,Kamil
16.0,M,2021,Khalil
15.0,M,2021,Daouda
15.0,M,2021,Swann
14.0,F,2021,Elisabeth
14.0,F,2021,Jannah
14.0,M,2021,Julien
14.0,M,2021,Sekou
12.0,F,2021,Nola
11.0,F,2021,Khadidja
11.0,F,2021,Nessa
11.0,M,2021,Wassim
10.0,F,2021,Amy
10.0,M,2021,Waël
9.0,F,2021,Adama
9.0,F,2021,Coumba
9.0,M,2021,Ilian
9.0,M,2021,Marco
8.0,F,2021,Joanne
8.0,F,2021,Sana
7.0,F,2021,Eléna
7.0,F,2021,Eya
7.0,F,2021,Selena
7.0,M,2021,Aden
7.0,M,2021,Alfred
7.0,M,2021,Kenzo
7.0,M,2021,Mady
7.0,M,2021,Mylan
7.0,M,2021,Selim
6.0,F,2021,Aby
6.0,F,2021,Aïssatou
6.0,F,2021,Dalia
6.0,F,2021,Elissa
6.0,F,2021,Enora
6.0,F,2021,Mayline
6.0,F,2021,Sakina
6.0,M,2021,Akram
6.0,M,2021,Elyo
6.0,M,2021,Kenan
6.0,M,2021,Kenzi
6.0,M,2021,Leon
6.0,M,2021,Olivier
6.0,M,2021,Tyler
5.0,F,2021,Elsie
5.0,F,2021,Linda
5.0,F,2021,Milena
5.0,F,2021,Olympia
5.0,M,2021,Masten
5.0,M,2021,Tony
8.0,F,2019,Assil
7.0,F,2019,Ayna
7.0,F,2019,Béatrice
7.0,F,2019,Hajar
7.0,F,2019,Marta
7.0,F,2019,Zeinab
6.0,M,2019,Elhadj
6.0,M,2019,Eloi
6.0,M,2019,Timothy
6.0,M,2019,Warren
6.0,F,2019,Ayla
6.0,F,2019,Nell
6.0,F,2019,Sélène
6.0,F,2019,Suzie
5.0,M,2019,Aliocha
5.0,M,2019,Kyan
5.0,F,2019,Avigaïl
5.0,F,2019,Cara
5.0,F,2019,Elyna
5.0,F,2019,Layel
5.0,F,2019,Maïssane
285.0,M,2020,Adam
208.0,F,2020,Louise
117.0,M,2020,Basile
98.0,M,2020,Auguste
62.0,F,2020,Lucie
48.0,F,2020,Madeleine
46.0,M,2020,Youssef
38.0,F,2020,Éléonore
36.0,M,2020,Elio
34.0,M,2020,Aurèle
32.0,M,2020,Kaïs
32.0,F,2020,Elisa
32.0,F,2020,Hannah
30.0,F,2020,Jannah
27.0,M,2020,Kylian
25.0,M,2020,Gaston
25.0,M,2020,Nael
24.0,F,2020,Ana
23.0,F,2020,Sara
22.0,F,2020,Emilie
21.0,M,2020,Aboubacar
21.0,M,2020,Isaïah
20.0,F,2020,Anastasia
16.0,F,2020,Esmée
14.0,F,2020,Maïmouna
13.0,M,2020,Zakariya
13.0,F,2020,Anne
13.0,F,2020,Zaynab
12.0,M,2020,Yahya
12.0,F,2020,Andrea
11.0,M,2020,Alassane
11.0,M,2020,Kamil
11.0,F,2020,Isis
9.0,M,2020,Alphonse
9.0,M,2020,Marlon
8.0,F,2020,Fatim
8.0,F,2020,Khady
8.0,F,2020,Maëva
8.0,F,2020,Naïa
8.0,F,2020,Simone
7.0,M,2020,Arthus
7.0,M,2020,Elyo
7.0,M,2020,Foucauld
7.0,M,2020,Mylann
7.0,M,2020,Vasco
7.0,M,2020,Wael
7.0,M,2020,Waël
7.0,F,2020,Leïa
7.0,F,2020,Maram
7.0,F,2020,Mira
7.0,F,2020,Razane
6.0,M,2020,Jamal
6.0,M,2020,Mayeul
6.0,M,2020,Safwan
6.0,M,2020,Xavier
6.0,F,2020,Janelle
29.0,M,2004,Achille
10.0,F,2004,Agnès
8.0,F,2004,Aïssata
15.0,M,2004,Allan
6.0,M,2004,Alon
14.0,F,2004,Alyssa
6.0,F,2004,Amélia
9.0,M,2004,Arthus
8.0,M,2004,Auguste
23.0,M,2004,Ayoub
11.0,M,2004,Brian
54.0,F,2004,Célia
18.0,F,2004,Christine
6.0,M,2004,Cyriaque
7.0,F,2004,Cyrielle
9.0,M,2004,Dany
6.0,F,2004,Eléna
44.0,F,2004,Eloïse
7.0,M,2004,Eytan
21.0,F,2004,Faustine
6.0,M,2004,Filipe
100.0,M,2004,Gaspard
66.0,F,2004,Héloïse
5.0,M,2004,Hicham
5.0,M,2004,Hillel
19.0,M,2004,Ibrahima
5.0,F,2004,Séréna
30.0,F,2004,Suzanne
12.0,M,2004,Téo
25.0,F,2004,Tess
47.0,M,2004,Titouan
5.0,F,2004,Tracy
5.0,F,2004,Virginie
8.0,M,2004,Yani
10.0,F,2005,Agnès
9.0,M,2005,Aksel
26.0,F,2005,Amina
19.0,F,2005,Anissa
5.0,F,2005,Anita
6.0,M,2005,Aurel
17.0,F,2005,Cassandra
41.0,M,2005,Côme
41.0,F,2005,Constance
38.0,M,2005,Corentin
35.0,M,2005,Dimitri
34.0,M,2005,Edouard
10.0,F,2005,Eléna
5.0,F,2005,Elona
5.0,M,2005,Éric
8.0,M,2005,Farès
12.0,M,2005,Ferdinand
6.0,M,2005,Germain
9.0,M,2005,Giovanni
22.0,F,2005,Grace
29.0,M,2005,Isaac
6.0,F,2005,Iseult
28.0,M,2005,Jean-Baptiste
13.0,M,2005,Joachim
209.0,M,2005,Jules
6.0,F,2005,Kady
5.0,F,2005,Kaïna
8.0,F,2005,Keren
7.0,M,2005,Ladji
15.0,M,2005,Lassana
12.0,M,2005,Léandre
7.0,F,2005,Leïla
10.0,F,2005,Louisa
6.0,M,2005,Mael
5.0,F,2005,Maëline
178.0,F,2005,Marie
6.0,F,2005,Marie-Lou
37.0,M,2005,Mathéo
5.0,M,2005,Mattia
180.0,M,2005,Maxime
5.0,F,2005,Mélusine
15.0,F,2005,Nadia
7.0,F,2005,Néné
12.0,F,2005,Oumou
29.0,F,2005,Paloma
13.0,M,2005,Paolo
13.0,F,2005,Perrine
5.0,F,2005,Sabrine
61.0,F,2005,Sara
27.0,F,2005,Shirel
14.0,M,2005,Téo
5.0,M,2005,Tommy
9.0,F,2005,Yousra
9.0,F,2006,Abigaël
8.0,M,2006,Adama
9.0,F,2006,Aïssatou
7.0,M,2006,Alfred
6.0,M,2006,Amadou
6.0,F,2006,Amélia
22.0,F,2006,Amina
9.0,F,2004,Janna
12.0,M,2004,Jason
22.0,M,2004,Jean-Baptiste
17.0,F,2004,Judith
8.0,F,2004,Karine
18.0,F,2004,Kelly
6.0,F,2004,Khadija
5.0,F,2004,Laurence
18.0,M,2004,Laurent
10.0,F,2004,Leïla
10.0,F,2004,Lilas
6.0,F,2004,Luce
15.0,F,2004,Lydia
5.0,M,2004,Lyes
13.0,F,2004,Maéva
44.0,M,2004,Mamadou
6.0,M,2004,Manuel
8.0,M,2004,Marwane
5.0,F,2004,Maureen
13.0,F,2004,Mélina
15.0,F,2004,Mia
18.0,M,2004,Mickaël
29.0,F,2004,Naomi
7.0,F,2004,Nicole
23.0,M,2004,Noa
82.0,M,2004,Oscar
8.0,M,2004,Paulin
13.0,M,2004,Pierre-Louis
36.0,M,2004,Rémi
8.0,F,2004,Samantha
17.0,M,2011,Walid
7.0,M,2011,Willy
5.0,M,2011,Ylan
5.0,F,2012,Ada
7.0,F,2012,Albertine
6.0,F,2012,Alessia
6.0,M,2012,Aly
16.0,F,2012,Amélia
10.0,F,2012,Anaé
8.0,F,2012,Anya
10.0,F,2012,Assa
5.0,F,2012,Aurélia
6.0,F,2012,Avril
27.0,F,2012,Brune
6.0,F,2012,Chelsea
15.0,F,2012,Clotilde
6.0,M,2012,Dario
24.0,F,2012,Farah
17.0,F,2012,Flora
19.0,F,2012,Hanna
16.0,F,2012,Hélène
8.0,M,2012,Ilyess
5.0,M,2012,Jacob
21.0,M,2012,Jonathan
6.0,M,2012,Josh
20.0,F,2012,Judith
5.0,M,2012,Kim
18.0,M,2012,Lamine
5.0,F,2012,Layana
10.0,F,2012,Lea
14.0,M,2012,Leo
9.0,M,2012,Levi
7.0,M,2012,Lubin
27.0,M,2012,Luc
31.0,F,2012,Lucile
9.0,M,2012,Mathurin
6.0,M,2012,Mendel
5.0,M,2012,Mikaïl
6.0,F,2012,Miya
5.0,F,2012,Nelia
25.0,M,2012,Nils
21.0,F,2012,Pénélope
5.0,M,2012,Saul
10.0,F,2012,Scarlett
13.0,F,2012,Sibylle
7.0,M,2012,Teddy
116.0,M,2012,Théo
19.0,M,2012,Vincent
8.0,F,2006,Angie
6.0,M,2012,Wilfried
5.0,M,2006,Ari
42.0,M,2012,Yacine
6.0,F,2006,Armance
19.0,M,2012,Younes
16.0,M,2006,Artus
8.0,F,2012,Yousra
25.0,F,2006,Astrid
5.0,F,2012,Zineb
12.0,M,2006,Aurèle
83.0,M,2013,Aaron
10.0,F,2006,Camélia
5.0,M,2013,Abderrahmane
9.0,M,2006,Célestin
5.0,F,2013,Aicha
49.0,F,2006,Célia
6.0,M,2013,Akram
15.0,F,2006,Cléo
27.0,M,2013,Alex
12.0,F,2006,Delphine
19.0,F,2013,Aliénor
7.0,M,2006,Eden
8.0,F,2013,Amalia
39.0,F,2006,Eléonore
21.0,F,2013,Amélie
14.0,F,2006,Elina
11.0,F,2013,Amy
12.0,M,2006,Elio
6.0,F,2013,Anaelle
12.0,F,2006,Elisabeth
5.0,M,2013,Andrei
6.0,M,2006,Emilio
10.0,F,2013,Ashley
10.0,F,2006,Emily
12.0,M,2013,Bakary
5.0,F,2006,Eryne
6.0,F,2013,Basma
126.0,M,2006,Ethan
5.0,F,2013,Camilia
24.0,F,2006,Eve
17.0,F,2013,Cassandre
13.0,M,2006,Farès
8.0,F,2013,Catherine
5.0,F,2006,Fatma
86.0,F,2013,Clémence
30.0,F,2006,Flora
9.0,F,2013,Clothilde
6.0,F,2006,Floriane
19.0,F,2013,Colombe
5.0,F,2006,Hafsa
6.0,M,2013,Dario
12.0,F,2006,Hana
7.0,F,2013,Delphine
23.0,M,2006,Ilan
9.0,F,2013,Eliana
8.0,M,2006,Ilyès
9.0,M,2013,Élie
30.0,F,2006,Imane
6.0,F,2013,Eliza
13.0,F,2006,Imen
13.0,F,2013,Elodie
35.0,F,2006,Ines
20.0,M,2013,Eloi
8.0,F,2006,Jana
5.0,M,2013,Giulio
5.0,M,2006,Jean-Christophe
27.0,M,2013,Grégoire
10.0,F,2006,Johanna
41.0,M,2013,Gustave
10.0,F,2006,Karine
10.0,F,2013,Hajar
8.0,F,2006,Keren
38.0,F,2013,Hanna
5.0,F,2006,Leonor
6.0,M,2013,Hédi
11.0,F,2006,Lia
20.0,M,2013,Idriss
10.0,M,2006,Lior
6.0,M,2013,Ilhan
54.0,F,2011,Violette
11.0,F,2006,Liora
51.0,F,2013,Inaya
9.0,F,2011,Yaël
13.0,F,2006,Loane
57.0,F,2013,Iris
6.0,M,2011,Zéphyr
21.0,F,2006,Lydia
10.0,F,2013,Jana
13.0,M,2012,Abdallah
34.0,F,2006,Lyna
5.0,F,2013,Jannah
35.0,M,2012,Andrea
37.0,F,2006,Maëlys
7.0,M,2013,Joël
11.0,M,2012,Arnaud
9.0,M,2006,Mahé
6.0,M,2013,Justin
10.0,M,2012,Ayden
5.0,F,2006,Maia
8.0,F,2013,Khadidja
11.0,M,2012,Boubacar
11.0,M,2006,Marcus
7.0,M,2013,Laurent
6.0,F,2012,Cassandra
177.0,F,2006,Marie
103.0,M,2013,Liam
16.0,M,2012,Charly
45.0,F,2006,Marine
5.0,F,2013,Loubna
13.0,M,2012,Darius
10.0,M,2006,Marvin
6.0,M,2013,Maé
13.0,F,2012,Elia
17.0,M,2006,Marwan
17.0,M,2013,Mahamadou
23.0,F,2012,Emy
7.0,M,2006,Marwane
6.0,F,2013,Maïwenn
14.0,M,2012,Eric
5.0,F,2006,Marylou
5.0,F,2013,Malek
27.0,F,2012,Fatima
24.0,M,2011,Yann
93.0,M,2006,Maxence
10.0,F,2013,Maram
14.0,M,2012,Ferdinand
6.0,M,2011,Yannick
23.0,F,2006,Mélina
13.0,M,2013,Marwan
15.0,F,2012,Fleur
133.0,F,2012,Adèle
6.0,M,2006,Moïse
79.0,M,2013,Mathis
23.0,M,2012,Florian
5.0,M,2012,Adib
6.0,F,2006,Naya
39.0,M,2013,Mehdi
11.0,F,2012,Gaïa
15.0,M,2012,Alfred
27.0,M,2006,Olivier
7.0,M,2013,Miguel
22.0,M,2012,Grégoire
64.0,M,2012,Amine
19.0,F,2006,Oriane
8.0,M,2013,Nabil
9.0,F,2012,Hafsa
146.0,F,2012,Anna
14.0,M,2006,Philippe
47.0,M,2013,Nolan
10.0,F,2012,Hajar
8.0,M,2012,Arié
43.0,M,2006,Rafael
17.0,F,2013,Norah
5.0,F,2012,Hermine
140.0,M,2012,Augustin
6.0,F,2006,Rahma
7.0,M,2013,Romeo
7.0,M,2012,Ilhan
28.0,M,2012,Bastien
17.0,F,2006,Rebecca
20.0,M,2013,Sami
8.0,M,2012,Ilyès
15.0,F,2012,Bianca
5.0,F,2006,Samia
44.0,M,2013,Solal
17.0,M,2012,Ismaïl
6.0,M,2012,Boris
156.0,M,2006,Samuel
18.0,M,2013,Soren
13.0,F,2012,Jessica
10.0,F,2012,Candice
47.0,M,2006,Samy
5.0,F,2013,Taïna
6.0,M,2012,Killian
6.0,M,2012,Chris
35.0,F,2006,Stella
13.0,F,2013,Théa
33.0,M,2012,Kylian
26.0,F,2012,Claire
5.0,M,2006,Sylvain
11.0,M,2013,Thibaut
7.0,F,2012,Lahna
60.0,F,2012,Constance
6.0,M,2006,Tommy
8.0,M,2013,Tim
11.0,M,2012,Laurent
177.0,F,2012,Emma
52.0,F,2006,Violette
35.0,M,2013,Yacine
12.0,M,2012,Leonardo
10.0,M,2012,Eugène
23.0,M,2006,Wassim
5.0,M,2014,Abdel
41.0,F,2012,Lily
17.0,F,2012,Eve
10.0,M,2006,Youcef
7.0,M,2014,Abdou
35.0,F,2012,Lise
6.0,M,2012,Ewen
7.0,M,2006,Zachary
9.0,M,2014,Abdoul
6.0,M,2012,Livio
6.0,M,2012,Ezio
5.0,M,2006,Zadig
7.0,F,2014,Abigail
13.0,M,2012,Lyam
5.0,M,2012,Fadi
11.0,F,2007,Amy
42.0,M,2014,Ahmed
6.0,F,2012,Maé
7.0,M,2012,Franck
17.0,M,2007,Ange
43.0,F,2014,Aïcha
9.0,F,2012,Maelys
13.0,F,2012,Gabriela
12.0,F,2007,Asma
7.0,M,2014,Alan
11.0,M,2012,Mahé
6.0,M,2012,Gautier
21.0,F,2007,Audrey
16.0,F,2014,Amélie
6.0,F,2012,Malek
65.0,M,2012,Jean
24.0,F,2007,Awa
6.0,M,2014,Aris
8.0,M,2012,Malone
9.0,M,2012,Johan
29.0,M,2007,Ayoub
6.0,M,2014,Aubin
11.0,F,2012,Marine
163.0,F,2012,Juliette
6.0,M,2007,Barthélémy
42.0,M,2014,Ayoub
8.0,M,2012,Matisse
14.0,F,2012,Kelly
9.0,F,2007,Bertille
13.0,F,2014,Billie
11.0,M,2012,Mattéo
26.0,F,2012,Lena
5.0,F,2007,Blandine
23.0,F,2014,Brune
5.0,F,2012,May
7.0,M,2012,Lévi
8.0,F,2007,Cerise
7.0,M,2014,Bryan
6.0,M,2012,Mody
8.0,F,2012,Leyna
149.0,F,2007,Charlotte
19.0,F,2014,Célestine
6.0,M,2012,Nabil
5.0,F,2012,Linoy
10.0,F,2007,Colette
6.0,F,2014,Chaïma
7.0,F,2012,Naïa
20.0,F,2012,Liv
7.0,F,2007,Cynthia
26.0,M,2014,Diego
11.0,F,2012,Neïla
6.0,M,2012,Louison
78.0,M,2007,David
9.0,M,2014,Édouard
8.0,M,2012,Oren
8.0,F,2012,Lucille
42.0,F,2007,Eloïse
12.0,F,2014,Elia
5.0,F,2012,Rym
9.0,F,2012,Maïwenn
40.0,M,2007,Esteban
12.0,M,2014,Elijah
7.0,F,2012,Sabrina
23.0,M,2012,Marc
127.0,M,2007,Ethan
7.0,F,2014,Eliora
7.0,F,2012,Siloé
5.0,M,2012,Matias
10.0,F,2007,Eulalie
56.0,F,2014,Elisa
5.0,F,2012,Toscane
31.0,M,2012,Max
27.0,F,2007,Eve
23.0,M,2014,Elliot
13.0,M,2012,Vladimir
93.0,M,2012,Maxence
8.0,F,2007,Fantine
31.0,F,2014,Eloïse
7.0,M,2012,Wael
7.0,F,2012,Maxine
15.0,F,2007,Fatima
14.0,M,2014,Elyes
8.0,M,2012,Xavier
6.0,F,2012,Meryem
15.0,F,2007,Fatou
6.0,M,2014,Emil
57.0,M,2012,Youssef
5.0,F,2012,Nada
31.0,F,2007,Flora
20.0,M,2014,Émile
22.0,M,2012,Zacharie
28.0,M,2012,Nael
8.0,M,2007,Gianni
5.0,F,2014,Emmanuelle
90.0,M,2013,Adrien
12.0,F,2012,Nawel
43.0,M,2007,Hadrien
16.0,M,2014,Erwan
5.0,M,2013,Ahmad
6.0,M,2012,Nikola
30.0,M,2007,Hamza
48.0,M,2014,Evan
11.0,F,2013,Aïda
7.0,F,2012,Noor
36.0,F,2007,Hélène
8.0,M,2014,Farès
7.0,M,2013,Aïdan
19.0,M,2012,Rafaël
17.0,M,2007,Ilyès
14.0,F,2014,Flora
22.0,F,2013,Alya
26.0,F,2012,Raphaëlle
9.0,M,2007,Jad
5.0,M,2014,Giovanni
8.0,M,2013,Anass
5.0,F,2012,Safiya
5.0,F,2007,Jana
6.0,M,2014,Guilhem
19.0,M,2013,André
16.0,F,2012,Shirel
84.0,M,2007,Joseph
40.0,M,2014,Hadrien
8.0,F,2013,Ange
99.0,M,2012,Simon
8.0,F,2007,Katia
7.0,F,2014,Hiba
9.0,M,2013,Anthony
43.0,F,2012,Stella
5.0,F,2007,Ketsia
25.0,M,2014,Idriss
6.0,M,2013,Bruno
8.0,F,2012,Talya
5.0,F,2007,Lauren
13.0,M,2014,Jordan
5.0,F,2013,Celia
9.0,F,2012,Tasnim
8.0,M,2007,Loan
5.0,F,2014,Kawthar
6.0,F,2013,Chahinez
147.0,M,2012,Thomas
7.0,F,2007,Maëlis
8.0,F,2014,Lalya
7.0,F,2013,Charlène
23.0,M,2012,Titouan
10.0,F,2007,Maelys
53.0,F,2014,Laura
6.0,M,2013,Cheikh
60.0,M,2012,Tom
47.0,M,2007,Malo
8.0,F,2014,Layane
27.0,F,2013,Chiara
98.0,M,2012,Yanis
12.0,M,2007,Marceau
40.0,M,2014,Lenny
12.0,M,2013,Christian
5.0,F,2012,Yara
131.0,F,2007,Marie
6.0,M,2014,Lévi
5.0,F,2013,Cindy
5.0,M,2012,Youness
5.0,M,2007,Marouane
5.0,F,2014,Lily-Rose
134.0,M,2013,Clément
5.0,M,2012,Zayd
14.0,M,2007,Melchior
16.0,M,2014,Lorenzo
10.0,F,2013,Cléophée
8.0,M,2013,Alix
6.0,M,2007,Mickael
6.0,M,2014,Marwane
11.0,F,2013,Coumba
12.0,F,2013,Amélia
28.0,M,2007,Milan
19.0,M,2014,Mattéo
8.0,M,2013,Curtis
6.0,M,2013,Antoni
9.0,M,2007,Nael
36.0,M,2014,Matthieu
9.0,F,2013,Dounia
30.0,M,2013,Aurélien
5.0,M,2007,Namory
5.0,F,2014,Naelle
7.0,F,2013,Éléna
5.0,F,2013,Ayline
16.0,F,2007,Naomie
17.0,M,2014,Nahil
31.0,M,2013,Elie
88.0,M,2013,Benjamin
30.0,F,2007,Ninon
17.0,F,2014,Naya
9.0,M,2013,Emir
11.0,F,2013,Bertille
21.0,F,2007,Nora
9.0,F,2014,Nola
17.0,F,2013,Emna
60.0,F,2013,Capucine
37.0,M,2007,Rémi
5.0,F,2014,Noura
5.0,M,2013,Éric
6.0,F,2013,Carolina
5.0,F,2007,Séléna
120.0,M,2014,Oscar
8.0,M,2013,Giovanni
108.0,F,2013,Charlotte
7.0,M,2007,Serge
29.0,F,2014,Pénélope
9.0,M,2013,Guilhem
8.0,M,2013,Cheick
10.0,F,2007,Sibylle
7.0,F,2014,Perla
7.0,F,2013,Hind
54.0,M,2013,Daniel
5.0,F,2007,Siloé
13.0,M,2014,Rémi
7.0,F,2013,Iliana
5.0,M,2013,Driss
11.0,F,2007,Soline
8.0,M,2014,Robinson
17.0,M,2013,Imrane
31.0,F,2013,Éléonore
39.0,F,2007,Suzanne
35.0,M,2014,Romain
11.0,M,2013,Jacob
18.0,F,2013,Elia
6.0,F,2007,Tali
5.0,M,2014,Stefan
20.0,M,2013,Jonas
56.0,M,2013,Elias
19.0,F,2007,Tessa
32.0,M,2014,Thibault
11.0,M,2013,Josh
20.0,M,2013,Eliot
26.0,F,2007,Thaïs
8.0,M,2014,Warren
6.0,M,2013,Josué
20.0,F,2013,Elisabeth
220.0,M,2007,Thomas
5.0,F,2015,Adélie
139.0,F,2013,Juliette
11.0,M,2013,Emil
6.0,F,2007,Tina
7.0,M,2015,Adrian
21.0,F,2013,Justine
10.0,M,2013,Émile
73.0,M,2007,Tom
81.0,F,2015,Agathe
5.0,F,2013,Kadiatou
22.0,F,2013,Eve
8.0,M,2007,Wesley
25.0,F,2015,Albane
5.0,F,2013,Kim
8.0,M,2013,Felix
39.0,M,2007,Yacine
11.0,M,2015,Alessandro
131.0,F,2013,Léa
20.0,F,2013,Flora
135.0,M,2007,Yanis
6.0,F,2015,Alyah
24.0,F,2013,Livia
173.0,M,2013,Gaspard
14.0,M,2007,Younes
19.0,F,2015,Anastasia
72.0,F,2013,Lola
17.0,M,2013,Ibrahima
7.0,M,2007,Yvan
10.0,M,2015,Andy
166.0,M,2013,Lucas
9.0,M,2013,Ilan
8.0,M,2008,Abderrahmane
5.0,M,2015,Antonio
43.0,F,2013,Maëlys
15.0,F,2013,Ilyana
11.0,F,2008,Adriana
10.0,M,2015,Arthus
5.0,F,2013,Mamou
45.0,M,2013,Ilyes
15.0,F,2008,Aïssata
24.0,F,2015,Assya
6.0,F,2013,Manelle
100.0,F,2013,Jade
13.0,M,2008,Albert
7.0,M,2015,Aubin
8.0,M,2013,Marlon
6.0,M,2013,Kays
5.0,F,2008,Alissa
58.0,M,2015,Auguste
38.0,M,2013,Mathieu
16.0,M,2013,Kenzo
63.0,F,2008,Alix
6.0,F,2015,Auriane
37.0,M,2013,Matthieu
13.0,F,2013,Kiara
10.0,F,2008,Amalia
67.0,M,2015,Benjamin
189.0,M,2013,Maxime
8.0,F,2013,Layla
31.0,F,2008,Amandine
6.0,F,2015,Caroline
8.0,F,2013,Mayar
6.0,F,2013,Lehna
6.0,F,2008,Ania
14.0,F,2015,Céline
8.0,F,2013,Meïssa
6.0,F,2013,Leïna
58.0,M,2008,Aurélien
74.0,F,2015,Clara
10.0,F,2013,Méline
31.0,F,2013,Lena
7.0,M,2004,Abdallah
15.0,F,2008,Auriane
8.0,F,2015,Colombe
29.0,M,2013,Milan
45.0,M,2013,Léopold
13.0,F,2004,Amel
30.0,F,2008,Awa
5.0,F,2015,Danaé
13.0,M,2013,Nahel
8.0,F,2013,Liel
50.0,M,2004,Amine
13.0,M,2008,Camil
7.0,M,2015,Daoud
14.0,F,2013,Naomie
65.0,M,2013,Lucien
33.0,M,2004,Anis
145.0,F,2008,Charlotte
35.0,M,2011,Wassim
7.0,F,2015,Eliana
15.0,M,2013,Neil
15.0,F,2013,Mahaut
46.0,M,2004,Antonin
10.0,F,2008,Cindy
13.0,F,2011,Wendy
10.0,M,2015,Emilio
25.0,F,2013,Nora
6.0,F,2013,Mai
29.0,F,2004,Astrid
5.0,M,2008,Clarence
6.0,M,2011,Yoan
13.0,F,2015,Eve
8.0,M,2013,Othmane
164.0,F,2013,Manon
32.0,F,2004,Aya
8.0,F,2008,Coralie
7.0,M,2011,Yohann
7.0,F,2015,Hind
9.0,M,2013,Paolo
5.0,F,2013,Mariame
9.0,F,2004,Bettina
17.0,M,2008,Damien
10.0,M,2011,Younès
8.0,F,2015,Ida
13.0,F,2013,Rania
11.0,M,2013,Mateo
11.0,F,2004,Bintou
32.0,M,2008,Dylan
8.0,M,2012,Abdoul
13.0,M,2015,Imrane
5.0,M,2013,Reda
5.0,M,2013,Mateusz
8.0,M,2004,Boubacar
9.0,F,2008,Elissa
16.0,F,2012,Aïssatou
6.0,F,2015,Inés
21.0,M,2013,Sasha
5.0,M,2013,Matthew
5.0,M,2004,Carlos
10.0,M,2008,Enguerrand
18.0,F,2012,Alexia
6.0,M,2015,Jan
6.0,M,2013,Sekou
10.0,M,2013,Mayeul
27.0,F,2004,Caroline
24.0,M,2008,Erwan
95.0,M,2012,Alexis
173.0,F,2015,Jeanne
7.0,F,2013,Selena
8.0,M,2013,Melvin
36.0,F,2004,Cécile
13.0,F,2008,Ethel
197.0,F,2012,Alice
10.0,M,2015,Joaquim
13.0,F,2013,Sonia
90.0,F,2013,Mila
34.0,M,2004,Elie
42.0,M,2008,Gabin
8.0,M,2012,Aloïs
7.0,F,2015,Joyce
5.0,F,2013,Thanina
14.0,F,2013,Mona
58.0,F,2004,Elodie
6.0,F,2008,Gaëlle
28.0,F,2012,Alya
10.0,F,2015,June
5.0,M,2013,Tobias
13.0,M,2013,Moustapha
14.0,F,2004,Ema
135.0,M,2008,Hugo
11.0,F,2012,Andrea
8.0,M,2015,Karim
7.0,M,2013,Wesley
8.0,F,2013,Ornella
7.0,F,2004,Ethel
20.0,M,2008,Ilan
5.0,F,2012,Astou
7.0,M,2015,Khalil
10.0,M,2013,Yohan
18.0,M,2013,Owen
18.0,M,2004,Gaël
7.0,F,2008,Iman
43.0,M,2012,Aurélien
65.0,F,2015,Léna
30.0,M,2013,Zakaria
24.0,F,2013,Rachel
33.0,M,2004,Ibrahim
26.0,M,2008,James
8.0,M,2012,Baudouin
8.0,F,2015,Lilas
8.0,M,2013,Zakariya
15.0,F,2013,Rita
10.0,M,2004,Igor
10.0,M,2008,Jawad
11.0,F,2012,Colette
40.0,F,2015,Lily
43.0,M,2014,Achille
9.0,M,2013,Robinson
31.0,M,2011,Zakaria
26.0,M,2008,Jérémy
7.0,F,2012,Daniela
6.0,M,2015,Lisandro
6.0,F,2014,Adriana
5.0,F,2013,Roxanne
5.0,M,2012,Abdourahmane
10.0,F,2008,Joana
25.0,M,2012,Eden
36.0,F,2015,Lyna
5.0,M,2014,Adriel
6.0,F,2013,Sabrina
15.0,M,2012,Adrian
14.0,M,2008,Killian
65.0,M,2012,Elias
5.0,F,2015,Maëva
7.0,M,2014,Alassane
31.0,F,2013,Selma
118.0,M,2012,Adrien
5.0,F,2008,Kimberley
5.0,F,2012,Élisabeth
76.0,F,2015,Margot
6.0,F,2014,Alessia
16.0,F,2013,Sira
20.0,F,2012,Alexandra
7.0,F,2008,Lahna
15.0,F,2012,Elodie
8.0,F,2015,Marnie
16.0,F,2014,Amélia
5.0,M,2013,Taha
14.0,M,2012,André
12.0,F,2008,Léana
13.0,F,2012,Éloïse
5.0,F,2015,Marta
11.0,F,2014,Amicie
39.0,M,2013,William
6.0,M,2012,Antony
8.0,M,2008,Leandro
55.0,M,2012,Félix
11.0,M,2015,Matthias
18.0,F,2014,Anaëlle
9.0,M,2013,Youcef
17.0,F,2012,Augustine
23.0,F,2008,Léane
10.0,F,2012,Gloria
13.0,M,2015,Melchior
8.0,M,2014,Ange
7.0,M,2013,Zachary
163.0,F,2012,Camille
